Hours_Studied,Attendance(%),Previous_Scores,Parental_Education_Level,Gender,Exam_Score
25,82,99,High School,Female,71
19,94,53,High School,Female,68
20,73,89,High School,Female,68
11,81,68,Postgraduate,Female,64
18,79,58,High School,Female,65
20,74,60,High School,Female,64
36,96,96,College,Female,75
13,67,90,High School,Male,61
29,66,66,Postgraduate,Male,68
26,83,97,College,Male,70
22,86,55,Postgraduate,Female,71
31,68,66,High School,Male,66
22,76,83,College,Male,66
22,98,100,High School,Male,70
20,70,73,High School,Female,62
27,87,91,High School,Male,72
27,90,96,High School,Male,72
16,78,50,College,Male,63
12,98,64,College,Female,69
19,89,55,Postgraduate,Male,68
15,78,89,High School,Male,67
20,83,78,College,Female,71
27,88,55,High School,Male,67
17,84,71,High School,Male,62
20,95,76,High School,Female,69
20,74,85,High School,Male,67
25,72,89,Postgraduate,Female,71
7,69,54,High School,Male,87
16,62,74,High School,Male,62
21,62,58,College,Female,64
27,95,88,High School,Female,74
17,87,83,College,Male,69
9,86,86,High School,Male,65
24,85,54,College,Female,66
16,94,76,Postgraduate,Female,70
13,79,92,High School,Male,68
16,95,86,College,Female,70
19,74,93,High School,Male,68
16,97,60,High School,Male,69
7,88,64,Postgraduate,Male,66
25,70,72,College,Male,65
28,83,76,College,Male,71
24,81,63,High School,Male,66
13,66,69,High School,Male,61
19,84,84,Postgraduate,Male,69
20,73,82,College,Male,65
24,62,56,College,Male,63
24,98,99,Postgraduate,Female,73
16,86,78,Postgraduate,Male,68
20,95,74,High School,Female,70
23,87,98,College,Male,72
29,74,57,High School,Male,68
24,81,77,High School,Male,68
25,87,90,High School,Female,71
21,98,70,High School,Male,68
28,70,87,Postgraduate,Male,70
22,95,95,High School,Female,70
15,97,63,High School,Female,69
28,87,62,High School,Female,73
24,97,68,College,Male,72
17,76,71,Postgraduate,Male,67
17,98,56,High School,Female,69
22,88,62,College,Male,68
23,62,94,Postgraduate,Female,64
21,96,78,High School,Female,71
22,79,63,High School,Female,68
30,78,97,High School,Male,70
26,83,89,High School,Male,72
21,66,68,High School,Female,65
26,79,88,College,Male,70
14,93,80,Postgraduate,Male,69
22,61,84,Postgraduate,Male,64
31,71,66,High School,Male,67
19,60,60,College,Male,65
15,77,63,High School,Female,62
16,89,54,College,Male,68
13,92,74,College,Male,68
15,98,70,High School,Male,68
18,84,50,Postgraduate,Male,68
12,70,93,High School,Female,62
20,97,84,High School,Female,72
25,91,72,College,Male,69
15,83,98,High School,Female,68
29,88,97,College,Male,71
23,97,55,High School,Female,69
26,88,81,High School,Male,71
16,75,91,High School,Male,65
25,89,59,High School,Male,68
13,62,56,High School,Female,60
25,75,63,High School,Male,68
21,76,64,High School,Female,66
23,67,98,High School,Male,66
13,61,89,High School,Female,62
15,65,53,College,Male,61
24,86,89,Postgraduate,Female,69
14,92,58,High School,Male,69
23,100,68,Postgraduate,Male,74
12,74,66,High School,Female,62
25,84,64,College,Female,67
13,97,65,High School,Female,69
23,67,88,High School,Male,66
24,89,63,College,Male,72
16,90,90,High School,Male,69
23,64,55,High School,Male,65
22,94,80,Postgraduate,Male,72
17,93,93,High School,Male,69
14,61,54,High School,Female,60
8,64,82,Postgraduate,Female,61
22,62,76,High School,Male,63
11,73,67,Postgraduate,Male,63
21,80,55,Postgraduate,Male,68
18,81,84,College,Female,68
24,71,65,High School,Male,65
18,96,67,High School,Female,71
18,75,86,High School,Male,64
24,62,97,Postgraduate,Male,65
22,72,67,College,Female,67
22,81,87,High School,Female,67
23,76,98,College,Male,67
11,71,55,College,Female,87
25,65,76,High School,Female,67
24,93,51,High School,Male,72
14,100,91,High School,Female,69
19,73,64,College,Female,65
20,75,67,High School,Female,66
19,85,84,Postgraduate,Male,70
22,89,89,High School,Male,71
29,76,70,College,Female,67
26,96,83,High School,Male,72
12,82,98,High School,Male,63
24,78,94,High School,Female,67
28,86,85,High School,Male,72
22,98,97,Postgraduate,Female,72
27,92,94,College,Female,70
32,62,86,High School,Female,67
26,73,96,High School,Female,68
21,79,91,High School,Male,67
26,73,75,College,Male,70
21,88,75,Postgraduate,Female,67
20,93,50,College,Male,71
18,89,52,Postgraduate,Female,69
29,100,87,College,Female,74
15,71,78,High School,Male,63
29,95,88,High School,Female,72
23,91,97,College,Male,71
12,74,73,High School,Male,64
22,89,54,High School,Female,69
7,64,81,Postgraduate,Female,62
24,92,55,College,Male,69
25,81,81,High School,Male,68
16,72,76,High School,Male,67
21,86,86,Postgraduate,Male,71
32,86,68,High School,Male,70
17,68,57,High School,Male,63
14,61,62,College,Female,60
29,77,84,College,Female,69
32,83,74,College,Male,71
20,95,77,High School,Male,69
26,97,66,College,Female,73
28,81,92,College,Female,73
16,90,100,High School,Female,68
17,78,66,College,Male,67
27,90,86,College,Male,74
30,68,59,College,Male,68
23,75,87,College,Female,69
15,85,72,College,Male,69
32,61,80,College,Female,68
17,89,62,High School,Male,66
18,93,93,Postgraduate,Male,69
22,76,59,College,Female,66
29,78,96,College,Male,72
25,94,53,,Female,69
22,91,64,High School,Male,68
23,72,78,High School,Male,66
20,73,93,High School,Male,65
23,87,79,Postgraduate,Male,71
5,83,61,High School,Male,61
18,66,93,College,Female,63
21,72,80,High School,Female,66
13,96,62,Postgraduate,Male,69
22,88,78,High School,Male,71
19,99,84,High School,Female,73
31,91,84,High School,Male,72
29,98,86,High School,Male,73
17,69,95,High School,Male,65
19,91,91,High School,Female,71
20,61,80,High School,Male,65
17,87,52,College,Male,67
21,79,87,Postgraduate,Male,69
15,74,99,College,Male,63
13,94,65,Postgraduate,Male,68
24,94,80,High School,Female,70
24,61,88,High School,Female,64
15,84,82,High School,Male,64
25,75,96,College,Male,68
16,77,74,College,Female,65
22,93,77,High School,Female,70
25,72,52,Postgraduate,Male,66
20,98,95,High School,Female,70
23,67,63,High School,Male,66
17,87,99,Postgraduate,Male,69
19,87,60,High School,Male,69
19,70,63,College,Female,64
16,73,74,High School,Male,64
19,93,83,High School,Female,69
11,90,72,High School,Female,67
17,73,68,College,Female,63
18,81,77,College,Male,67
18,62,98,College,Male,65
19,68,98,High School,Female,64
20,79,66,College,Female,68
23,63,84,High School,Female,64
25,94,86,College,Male,70
16,89,83,Postgraduate,Male,70
13,98,56,College,Female,67
14,88,77,College,Male,69
17,98,88,High School,Male,70
18,82,60,College,Male,69
15,84,67,College,Male,65
12,99,60,High School,Male,66
17,86,94,High School,Male,70
21,61,93,High School,Male,63
24,89,58,High School,Female,69
17,96,88,Postgraduate,Male,74
18,92,68,High School,Male,70
14,83,84,High School,Female,66
20,87,75,Postgraduate,Male,68
15,100,74,High School,Male,67
23,64,94,High School,Female,66
9,87,82,College,Female,65
18,71,62,College,Male,66
22,86,56,High School,Male,69
21,84,97,High School,Female,67
36,66,58,College,Male,69
22,68,87,Postgraduate,Female,66
14,85,75,High School,Female,64
19,65,57,High School,Female,61
9,71,89,High School,Male,61
20,93,95,College,Male,70
15,73,56,Postgraduate,Female,65
25,80,53,College,Male,67
17,98,92,College,Male,69
19,69,75,High School,Female,63
16,76,84,High School,Male,66
30,84,72,High School,Male,73
18,90,71,High School,Female,68
31,96,65,High School,Male,74
25,97,78,High School,Male,70
23,91,58,High School,Male,68
22,69,86,High School,Female,67
22,61,77,Postgraduate,Male,65
8,75,92,High School,Male,66
18,66,96,High School,Female,64
25,88,95,High School,Female,72
20,86,80,College,Male,70
12,62,66,College,Female,60
20,93,68,High School,Male,68
30,70,83,Postgraduate,Female,71
27,77,86,High School,Male,68
20,87,58,Postgraduate,Male,67
26,77,100,High School,Female,70
18,78,55,High School,Male,65
10,63,80,College,Male,60
14,76,77,College,Male,65
29,91,80,High School,Female,70
18,97,77,Postgraduate,Male,69
19,77,53,High School,Male,64
18,77,100,High School,Male,67
31,88,99,Postgraduate,Male,73
30,98,76,College,Male,74
33,71,60,High School,Male,67
19,78,59,High School,Male,66
22,92,53,High School,Male,69
11,84,81,High School,Female,64
29,64,74,Postgraduate,Female,69
13,85,71,High School,Female,66
21,67,76,High School,Male,65
13,80,94,High School,Female,67
16,81,54,Postgraduate,Male,67
15,95,77,High School,Female,68
16,78,85,High School,Male,65
17,71,99,Postgraduate,Male,66
17,69,87,College,Male,65
25,95,77,Postgraduate,Male,71
13,67,88,College,Female,63
21,77,100,College,Female,70
27,67,94,College,Female,70
17,91,54,College,Female,67
16,79,79,High School,Male,68
19,74,89,High School,Male,63
27,74,84,College,Female,70
21,94,71,Postgraduate,Male,69
17,82,66,High School,Female,66
23,89,81,Postgraduate,Male,70
13,96,71,High School,Male,68
24,96,70,High School,Female,70
22,73,92,Postgraduate,Male,67
18,98,66,Postgraduate,Male,69
15,61,82,Postgraduate,Male,64
15,75,94,High School,Female,62
23,96,81,Postgraduate,Male,71
27,71,75,High School,Male,69
16,71,52,High School,Male,62
23,72,84,High School,Male,66
7,84,100,High School,Male,64
16,78,90,Postgraduate,Male,66
20,89,82,College,Female,72
15,96,73,College,Female,71
14,87,61,High School,Male,65
16,68,85,College,Female,65
22,97,59,High School,Male,70
19,71,94,High School,Male,68
7,66,68,College,Male,57
7,64,70,High School,Male,59
16,83,61,College,Male,64
23,65,74,College,Male,67
4,66,84,Postgraduate,Female,60
17,72,65,Postgraduate,Male,67
17,71,85,College,Female,65
28,84,81,College,Male,71
18,93,69,College,Male,67
22,90,66,Postgraduate,Male,69
21,70,93,College,Male,68
7,70,51,High School,Female,59
25,99,86,College,Female,75
21,60,71,High School,Male,59
23,95,86,High School,Female,71
44,68,75,High School,Female,71
7,98,54,High School,Female,66
30,74,99,High School,Male,69
18,78,54,College,Female,65
22,88,58,College,Male,68
20,84,71,High School,Female,68
17,73,97,High School,Male,67
17,82,65,High School,Male,68
22,89,78,,Male,68
11,62,76,High School,Male,88
25,60,67,College,Female,66
18,78,85,College,Male,67
13,65,75,High School,Male,63
17,87,79,High School,Female,68
28,69,61,High School,Male,65
17,77,96,College,Male,67
22,68,56,Postgraduate,Male,67
16,82,85,High School,Male,67
25,65,94,High School,Male,64
24,61,54,,Male,61
31,62,51,College,Female,65
19,98,67,High School,Female,70
24,66,89,College,Male,67
21,88,86,High School,Male,68
28,63,91,High School,Male,65
16,64,70,High School,Female,63
24,80,100,Postgraduate,Male,72
19,79,68,College,Female,68
20,98,90,,Male,73
21,98,68,College,Female,71
22,91,61,Postgraduate,Male,70
19,84,67,Postgraduate,Female,68
21,78,60,High School,Male,68
29,74,56,Postgraduate,Female,68
26,98,68,Postgraduate,Male,71
25,84,57,College,Male,70
17,83,75,High School,Male,67
15,69,52,College,Female,61
26,62,72,College,Female,64
25,98,98,Postgraduate,Male,72
29,73,68,High School,Male,67
16,78,57,College,Male,65
19,65,65,College,Female,64
10,93,90,High School,Female,66
18,61,66,High School,Female,62
26,93,69,High School,Male,70
17,66,89,High School,Female,64
24,95,63,High School,Female,70
19,89,74,High School,Female,66
22,67,53,High School,Male,62
13,83,59,High School,Female,63
21,73,60,College,Male,66
2,67,73,College,Male,58
19,94,91,High School,Male,70
10,76,68,College,Male,63
27,76,69,,Male,70
25,67,65,High School,Male,65
23,75,66,High School,Male,67
29,95,70,Postgraduate,Female,73
14,75,95,College,Male,82
30,98,51,High School,Male,71
26,98,81,Postgraduate,Male,73
19,66,94,High School,Female,65
27,67,71,High School,Female,67
13,95,83,College,Male,67
15,76,79,Postgraduate,Female,69
16,60,67,High School,Male,61
17,71,57,High School,Female,64
14,84,61,College,Male,64
27,92,53,College,Male,68
18,65,88,College,Male,62
22,64,77,High School,Male,66
17,97,89,College,Male,70
9,90,65,High School,Female,67
22,84,90,College,Female,70
9,91,65,High School,Male,65
20,77,56,College,Male,65
12,90,77,Postgraduate,Male,70
32,75,97,College,Male,72
25,70,71,College,Female,65
21,89,76,High School,Male,71
28,77,73,College,Female,71
15,99,73,Postgraduate,Male,72
23,74,61,Postgraduate,Male,64
21,97,71,College,Male,72
22,97,75,Postgraduate,Male,71
28,70,87,High School,Male,66
24,92,57,College,Female,71
22,77,79,High School,Male,67
10,97,83,Postgraduate,Male,69
14,78,69,College,Female,67
19,90,77,Postgraduate,Male,71
21,79,86,High School,Female,66
13,69,73,High School,Male,62
34,68,67,High School,Male,67
29,77,91,Postgraduate,Female,70
24,90,99,College,Female,72
20,84,61,High School,Male,69
19,88,94,High School,Male,70
14,71,77,High School,Female,64
20,79,72,High School,Male,65
22,62,95,High School,Male,66
13,93,96,High School,Female,68
22,100,64,College,Female,72
19,76,68,High School,Female,65
9,60,93,High School,Female,60
15,67,75,Postgraduate,Female,63
18,86,64,High School,Female,66
31,84,98,Postgraduate,Female,73
23,92,61,College,Male,71
12,70,81,High School,Male,59
23,91,71,High School,Female,70
11,88,73,College,Female,63
26,73,55,Postgraduate,Male,67
17,82,63,College,Male,65
19,66,58,College,Female,64
28,78,87,Postgraduate,Male,71
12,95,85,College,Male,70
12,77,90,High School,Female,63
16,94,85,High School,Female,68
26,84,56,College,Female,67
11,68,99,Postgraduate,Female,66
3,83,59,High School,Male,63
17,80,68,College,Female,65
23,76,85,High School,Male,66
27,65,57,Postgraduate,Female,65
17,77,59,High School,Male,65
18,63,94,High School,Male,63
27,64,67,High School,Male,65
9,77,83,High School,Male,62
18,72,93,College,Female,66
21,97,99,Postgraduate,Female,71
23,75,61,High School,Female,64
17,90,56,College,Female,67
20,81,87,High School,Male,68
5,88,59,College,Female,63
16,70,79,College,Female,64
23,98,77,Postgraduate,Female,74
14,81,78,Postgraduate,Male,68
20,93,82,High School,Female,68
23,75,93,Postgraduate,Female,69
18,64,64,High School,Male,61
21,87,78,High School,Female,69
14,60,67,High School,Female,61
19,79,66,High School,Male,67
24,68,51,High School,Female,63
21,85,80,College,Female,68
16,99,99,College,Female,68
21,79,88,High School,Male,67
24,93,62,College,Female,69
8,80,86,High School,Male,64
27,80,65,Postgraduate,Male,67
18,97,88,High School,Female,70
23,96,93,High School,Female,72
27,91,67,High School,Female,71
12,72,50,College,Male,62
16,82,65,Postgraduate,Male,67
18,69,60,College,Female,64
15,78,81,High School,Male,64
30,79,65,Postgraduate,Female,70
15,93,52,College,Female,68
17,96,77,Postgraduate,Female,70
21,77,94,High School,Male,65
13,61,73,High School,Female,59
18,94,69,High School,Female,69
22,67,59,Postgraduate,Male,67
18,85,69,High School,Male,68
19,61,67,College,Male,62
17,76,100,High School,Male,65
11,99,52,College,Female,69
22,64,62,Postgraduate,Female,65
31,77,53,High School,Female,68
20,72,93,High School,Male,68
21,96,71,High School,Female,71
24,95,90,High School,Male,71
12,70,85,Postgraduate,Female,66
30,63,96,Postgraduate,Female,71
21,85,51,College,Female,66
30,73,60,High School,Female,66
16,87,85,High School,Female,69
31,61,79,High School,Female,65
25,65,85,Postgraduate,Female,66
23,87,79,High School,Male,67
21,68,79,Postgraduate,Female,66
19,94,97,High School,Female,69
27,62,96,High School,Male,66
21,69,52,Postgraduate,Male,64
8,100,71,Postgraduate,Female,70
13,77,76,College,Male,62
19,88,68,High School,Male,67
22,67,52,College,Female,60
20,84,74,Postgraduate,Female,66
27,89,99,High School,Female,72
8,73,54,High School,Male,63
21,93,91,Postgraduate,Male,69
9,84,60,College,Male,66
25,76,79,College,Male,69
19,82,69,College,Male,68
23,83,67,High School,Female,66
15,67,94,Postgraduate,Male,63
28,76,99,High School,Male,70
26,74,69,Postgraduate,Male,68
24,76,82,College,Male,68
19,90,78,High School,Male,67
23,79,54,High School,Male,67
16,98,52,College,Female,69
25,72,89,High School,Male,68
30,77,70,High School,Male,67
26,91,65,High School,Male,70
16,82,99,Postgraduate,Male,70
22,82,54,College,Male,66
12,62,63,High School,Male,61
23,76,93,College,Male,68
23,71,71,Postgraduate,Female,64
9,100,79,Postgraduate,Male,66
13,72,52,High School,Male,65
18,95,96,Postgraduate,Male,73
18,87,57,High School,Male,66
13,74,61,High School,Male,65
22,82,58,College,Male,68
22,94,75,High School,Male,69
19,95,91,College,Male,72
